text, labeling
아름다운 꽃대 세대의 행복한 문화청춘 시대를 보내고 계신 모습들을 보니까 열정은 나이와는 상관 없다는게 느껴지네요. 꽃대들의 행복한 시간을 응원합니다!, 1
시니어분들의 활기찬 모습을 보니 보는 사람마저 흐믓해지네요 우리나라도 이제 고령화시대에 걸맞게 많은 시니어분들의 문화사업이 확산되어야 된다는 생각이드네요 시니어분들의 행복라이프를 온마음다해 응원합니다, 1
어르신분들 외로우신분들 정말많은데 문화활동 지원으로 많은 어른신들이 행복한 삶을 즐겼으면 좋겠어요!, 1
어르신 여러분의 다같이 즐기는 문화로 청춘. 나누는 꽃대를 통해 잊기있었던 재능과 재주를 다시 꽃피우시길 바랍니다. 어르신 여러분의 행복을 응원합니다., 1
"문화로 청춘, 나누는 꽃대 잘 보았어요 완전 내맘에 쏙! 왜 이제야 나타나셨는지? 일단공유 꾹 구독꾹 좋아요꾹 알람꾹 유튜브에서 맘껏 달려봐요! 깨알같이 즐거운 소식 기다리며 응원할게요 화이팅", 1
어르신들의 건강한 문화생활을 항상 응원합니다 좋알댓구 완료, 1
어르신들이 다양한 문화활동을 즐기시며 사는 모습을 보니 뭔가 뭉클한 감정도 들고 행복해지네요! 즐거운 문화활동을 통하여 더 행복한 노년을 보내시면 좋겠습니다!, 1
"문화로 청춘, 나누는 꽃대! 문화에는 나이가 없다는 걸 함께 즐기고 함께 나눌 수 있다는 걸! 어르신들의 문화생활이 더 다양해질 수 있도록 응원하겠습니다!", 1
"꼰대가 아닌 꽃대로~! 중독성 있는 멜로디와 가사가 인상적이네요^^ 삶의 주체성을 발현하고, 문화 활동의 경험을 여러 세대와 공유하여 즐거움을 나누는 노년 세대의 모습을 응원합니다^^ 건강한 시니어의 삶~ 우리모두가 함께 만들어 가요^^", 0
어른신들 활기차게 건강하게 문화생활도 즐기시고 함께 하는 모습이 보기 좋네요, 1
문화활동에 적극적으로 참여하시는 어르신분들의 열정 넘 보기 좋네요~ 앞으로도 건강한 문화생활참여로 더 행복한 생활하시길 응원할게요~, 1
어르신들의 문화생활 장려^^ 좋아요~, 1
"문화로 청춘, 나누는 꽃대 영상 잘 보고 갑니다 어르신 문화활동 지원 에 대해 잘 알 수 있는 시간이었어요 기억하겠습니다 도움 많이 되었습니다 유튜브 구독하고, 알림설정하고, 좋아요 누르고 두손 모아 응원드려요", 1
문화를 통한 행복한 노년의 삶 확산! 노년세대 중심의 자발적 문화활동 교류 기회 확대로 긍정적 노년문화 확산에 긍정적인 효과를 줄 수 있을 것 같아요^^ 문화 활동을 통해 즐거움을 얻는 것뿐만 아니라 다양한 세대와 교류하면서 삶에 긍정적 변화를 체감하면서~ 앞으로도 더 많은 노년세대가 문화활동으로 긍정적인 변화를 느낄 수 있기를 응원합니다^^, 1
"영상을 시청하고 젊은 세대와 어우러지며 활기차게 문화 활동을 즐기는 어르신들의 모습을 보며 긍정적인 인상을 받았습니다. 특히, 꽃대라는 슬로건이 인상적이었습니다. 꽃대를 통해 노년 세대를 지지하고 개화를 돕는 존재로 표현한 것은 매우 긍정적인 시각이라고 생각합니다. 또한, 영상에 등장하는 어르신들의 다양한 문화 활동은 노년층의 삶이 단순히 노후를 보내는 것이 아니라, 활기차고 의미 있는 삶이 될 수 있음을 보여주는 것 같았습니다.", 1
"르신문화활동지원 노년문화 캠페인 인상 깊었습니다 문화로 청춘, 나누는 꽃대 앞으로 응원하겠습니다 가즈아", 1
어르신들의 문화활동 응윈하겠습니다 예전의 청춘으로 돌아가신것처럼 즐거움과 행복이 가득하네요 꽃대캠페인 아주 좋습니다, 1
"어르신문화활동지원 노년문화 캠페인 문화로 청춘, 나누는 꽃대 잘봤습니다 감동 스토리 스페셜땡쓰입니다 넘 잼나게 봤어요 따뜻한 이야기 훈훈하고 제가 다 열심히 살아야겠다고 다짐해봅니다", 1
즐겁고 흥이나는 멜로디의 송 너무 좋네요 어르신들에 대한 생각을 좋게 바꾸고 바라보도록 노력해야 할 때입니다 전국에서 문화활동 하시는 어르신들이 멋지고 대단해보이네요 문화활동을 하면서 여러세대와 서로 공유하고 즐거움을 나눌수있도록 다함께 노력하는 사회가 되길 바랍니다 항상 응원하겠습니다 화이팅, 1
어르신들의 문화역량 강화에 도움을 주셔서 감사합니다!, 1
년 어르신문화활동지원 노년문화 캠페인 응원합니다 어르신분들도 문화생활을 향유하고 즐길 수 있는 권리가 있다고 생각합니다 앞으로 노년세대가 외롭기 보다는 문화로써 행복하고 활기찬 이미지로 변신할 수 있으면 좋겠습니다, 1
어르신들의 건강한 문화생활을 통해 더욱 건강한 삶을 응원합니다. 함께 나눠 행복한하게 지내요. 화이팅., 1
어르신들이 다양한 문화활동을 즐기시며 사는 모습을 보니 뭔가 뭉클한 감정도 들고 행복해지네요! 앞으로도 다양한 문화생활 하시며 행복하시면 좋겠어요!, 1
어르신들의 문화로 청춘 캠페인 영상은 마음 따뜻해지는 소식이에요! 꽃대 세대의 즐거운 문화활동을 응원합니다! 나누는꽃대 어르신문화활동, 1
"전국 163개 문화활동을 지원하고 있는 어르신 문화활동 지원 사업 응원합니다. 어르신들이 영상 속에서 웃고 계시는 모습이 정말 기분 좋고, 의미 있는 것 같아요. 문화로 청춘, 나누는 꽃대. 꽃대 세대의 봄날을 응원하며 건강을 기원합니다!", 1
어르신 문화활동 지원 사업에 참여하는 어르신들 너무 멋지네요. 응원합니다, 1
어르신들이 문화로 활기도 찾게 되고 건강도 좋아져 새롭게 삶의 희망을 불어넣는 것 같아 어르신들의 문화생활 응원합니다., 1
어르신들을 위한 문화활동 지원으로 다양한 문화 경험으로 새로운 삶의 흥미와 즐거움을 나누는 분들이 많아졌으면 좋겠어요~ㅎㅎ 의미 있는 캠페인 적극 응원합니다~ 훈훈하네요~, 1
어르신문화활동지원 문화로청춘 응원합니다, 1
꼰대 대신 꽃대라는 표현을 쓴게 너무 좋은거 같아요 어르신분들이 다양한 문화 활동을 하시고 즐거운 노후를 보내시면 좋겠습니다 건강한 대한민국! 건강한 시니어! 응원합니다, 1
문화생활을 통해 새로운 청춘을 즐기며 경험을 공유하며 의미 있는 시간으로 행복을 나누는 어르신들의 문화활동을 응원합니다 뜻깊은 캠페인이네요, 1
전국에서 문화활동하시는 어르신들 모두모두 너무 멋지십니다 울산장생포어르신들 화이팅! 어르신들이 주체적으로 이끌어나가는 문화활동 최고입니다계속 이어나가주세요, 1
열정적인 모습이 인상적입니다 어르신들이 다양한 문화활동을 즐기시며 사는 모습을 보니 저까지 행복해집니다 앞으로도 다양한 문화활동을 통하여 행복해지시기를 응원합니다, 1
좋은 활동이네요 ! 화이팅!, 1
어르신분들의 문화활동 너무 멋져요 이런지원 넘넘 좋아요, 1
"유용한정보 감사합니다 널리 알리기 위한 센스발휘할게요 화이팅~! 우린 이미 찐친이였으니, 찐친답게 열심히 응원합니다 ! 행운의 기회도 도전해봅니다.", 0
"어르신 문화활동 지원 사업은 어르신들의 삶의 질을 향상시키는 데 큰 역할을 할 것입니다. 어르신들의 꿈과 희망을 응원하며, 더 많은 어르신들이 문화활동을 통해 행복한 시간을 보낼 수 있기를 기원합니다.", 1
어르신들이 문화활동을 더욱 활발하게 할 수 있는 공간이 더 마련되었으면 좋겠습니다! 감사합니다~응원할게요!, 1
"캠페인 영상을 보고 어르신들의 열정적인 모습에 감동을 받았습니다. 다양한 문화 활동을 통해 어르신들이 새로운 활력을 얻고, 젊은 세대와 소통하며 더욱 행복한 생활을 보내실 수 있기를 바랍니다.", 1
어르신들의 문화활동 지원이 더 많아지면 좋겠습니다 문화로지원 응원합니다!, 1
"문화생활을 하면 관계를 회복하고 자신을 찾아가면서 삶의 활력을 주는것 같아서 너무 보기 좋은것 같아요. 부정적인 의미로 어르신들을 꼰대로 표현하는데, 개화를 돕고 삶의 지혜와 경험을 공유하는 꽃대로 표현된것도 너무 멋지네요! 미래의 저도 시니어가 되어 이렇게 아름답게 문화생활 하면서 살아가고픈 생각이 들었어요. 우리 어르신들의 멋진 생활을 응원할게요~", 1
너무 활기차고 행복해보이는 영상이에요~ 어르신들도 재밌는 문화활동을 즐기시며 건강해지는 모습이 너무 좋은 것 같습니다. 어르신들의 문화활동 적극 응원합니다~, 1
"좋은 영상 준비해 주셔서 감사드리고, 앞으로도 더욱 많은 사람들에게 사랑받기를 진심으로 기원합니다", 1
문화생활을 통해서 어르신분들이 즐거우셨으면 좋겠네요 항상 응원합니다!, 1
영상 잘봤습니다~어르신문화활동지원을 진심으로 응원합니다^^, 1
노래 멜로디도 가사도 좋고 감동적이네요! 어르신들이 다양한 문화활동을 즐기시며 사는 모습을 보니 뭔가 뭉클한 감정도 들고 행복해지네요! 즐거운 문화활동을 통하여 더 행복한 노년을 보내시면 좋겠습니다!, 1
어른들의 활기찬 모습에 저도 기분좋아집니다 문화를 접하여 기분좋은 하루하루 가득하길바랍니다, 1
활기찬 노인문화로 우리모두 즐기며 멋진 노후 응원합니다 화이팅, 1
"저도 캠페인 영상을 보고 어르신들의 열정적인 모습에 감동을 받았습니다. 다양한 문화 활동을 통해 어르신들이 새로운 활력을 얻고, 젊은 세대와도 소통하며 더욱 행복한 노년 생활을 보내실 수 있기를 바랍니다. 앞으로도 어르신 문화활동지원사업을 통해 어르신들이 더욱 풍성한 문화생활을 누릴 수 있도록 많은 관심과 지원 부탁드립니다. 함께 응원하겠습니다.", 1
문화생활을 통해서 함께 즐기고 웃음으로 활력을 되 찾아 행복하게 꽃 피울수있는 어르신들에게 찬사와 응원합니다, 1
청준은 지금부터화이팅!, 1
어르신들의 활기찬 모습에 화이팅합니다!, 1
꼰대보단 꽃대! 나누는 꽃대 좋네요~ 파이팅입니다~, 1
늙어가는 것 보다 이 분들 처럼 곱게 물들어 가고 싶네요 저의 노후생활에 희망을 주십니다.., 1
문화생활을 만나 삶의 활력을 찾은 어르신들의 모습이 참~좋아보여요.이렇게 어르신들이 참여하고 직접 느끼며 젊게 생활을 즐길수 있도록 더 많은 문화생활이 생겨나길 바래봅니다, 1
"함께 즐기는 문화생활을 통해 삶의 활력을 되찾고, 다같이 행복해 하는 모습이 넘 보기 좋네요 문화를 나눌수록 즐거움은 더 해지고, 행복의 꽃을 피울 수 있어서 어르신들에게 꼭 필요한 문화활동이네요", 1
어르신들의 청춘을 응원합니닷!, 1
"열정적이고 활기찬 어르신들의 모습을 보니 일요일 출근 앞둔 저까지 에너지 충전 되네요. 밝고 즐겁고 행복하게 문화 나누면서 늘 건강하시길 진심으로 응원할게요. 함께할게요. 문화로 청춘, 나누는 꽃대", 1
"꼰대 대신 꽃대로, 함께 피우는 노춘을 만들자", 2
문화로청춘과 함께 어르신들이 새로운 활력을 얻어가실 수 있을 거 같네요. 영상 보는데 어르신분들의 표정이 너무 행복해보이셔서 좋았어요!, 1
어르신들의 문화 활동을 응원합니다. 100세 시대에 걸맞는 지원으로 많은 분들이 청춘을 즐기시길 바랍니다., 1
나도 곧 어르신이 될 것이다. 행복한 어르신 화이팅, 1
어르신들의 표정이 살아 있습니다. 꽃대 표현이 어르신 이미지 맞게 잘 표현 했습니다. 좋아요.., 1
우리세대 젊은이 들보다 어르신들의 열정과 정열이 최고입니다^^, 1
다육테라스님 멋져요 하트가 저절로 뿅뿅 나와요, 1
"다육테라스님, 반갑습니다. 늦은밤 제 유친님들 영상 구경다니다 댓글 보고 마실 구경 왔습니다. 시니어 멋지십니다. 다낚아가족도 함께 응원 하겠습니다. 손잡아 인연맺고 선물세트 두고 갈께요. 드넓은 유튜브 세계에서 유친되어 자주 뵙겠습니다. 즐거운 주말 보내세요.", 1
시니어 멋있고 굿입니다~, 1
멋지세요~, 1
행사참석하구싶넹, 2
저는80세돼사람입니다.지금거기가어디인가요?, 2
녹수부인당선생님아령하세요.제가딸만넷인데.둘이너무않좋와서마라뵙고싶은데.언제쯤뵐수있을지.부천에사는사람입니다., 2
전날보다 더 더운날씨에 선생님 법사님 선생님두분 이모님 뿌뿌 고생많으셨어용~ 안산분들이 좀더 호응이있었다면 좋았으련만.. 이런좋은기회를 못잡는분들이 넘 안타까웠어요., 2
